drill_id,name,urgency,duration_min,fatigue_cost,install_by_day
3960,Goal Line 1960,2,12,4,6
3961,Red Zone Passing 1961,5,20,7,4
3962,Blitz Pickup 1962,5,8,5,4
3963,Run Fits 1963,5,10,9,2
3964,Coverage Shells 1964,4,18,9,6
3965,Screen Defense 1965,3,15,3,5
3966,Run Fits 1966,3,8,1,7
3967,DB Footwork 1967,4,18,10,3
3968,Pass Rush Moves 1968,4,10,10,1
3969,Pass Rush Moves 1969,5,15,8,6
3970,Screen Defense 1970,3,18,9,2
3971,Two-Minute Drill 1971,5,15,5,6
3972,Goal Line 1972,4,20,4,3
3973,Special Teams Lane 1973,1,15,4,3
3974,Screen Defense 1974,5,12,5,6
3975,OL Zone Steps 1975,4,18,7,1
3976,Screen Defense 1976,1,12,4,5
3977,Coverage Shells 1977,2,20,1,7
3978,Special Teams Lane 1978,5,18,5,5
3979,Coverage Shells 1979,5,10,5,6
3980,Two-Minute Drill 1980,3,20,4,1
3981,OL Zone Steps 1981,3,18,3,4
3982,Special Teams Lane 1982,4,8,8,4
3983,Tackling Form 1983,1,12,6,1
3984,Ball Security 1984,4,12,5,2
3985,Pass Rush Moves 1985,4,10,3,4
3986,Ball Security 1986,1,10,1,3
3987,OL Zone Steps 1987,3,10,9,5
3988,DB Footwork 1988,2,12,9,1
3989,DB Footwork 1989,3,20,3,4
3990,Two-Minute Drill 1990,2,15,3,5
3991,Tackling Form 1991,4,8,10,2
3992,Goal Line 1992,5,15,10,2
3993,Pass Rush Moves 1993,4,8,1,4
3994,Two-Minute Drill 1994,2,15,6,4
3995,Special Teams Lane 1995,4,8,4,5
3996,Red Zone Passing 1996,5,18,6,2
3997,RPO Reads 1997,2,8,1,6
3998,OL Zone Steps 1998,2,20,8,3
3999,Screen Defense 1999,2,15,7,1
4000,Run Fits 2000,1,18,3,4
4001,Special Teams Lane 2001,3,18,4,6
4002,RPO Reads 2002,5,12,8,7
4003,Run Fits 2003,3,20,6,7
4004,Special Teams Lane 2004,5,15,6,3
4005,Goal Line 2005,2,18,1,4
4006,Two-Minute Drill 2006,5,20,4,6
4007,DB Footwork 2007,3,15,9,7
4008,Goal Line 2008,5,12,2,7
4009,Screen Defense 2009,5,15,5,7
4010,RPO Reads 2010,2,15,3,6
4011,Pass Rush Moves 2011,2,15,2,1
4012,Pass Rush Moves 2012,3,12,8,2
4013,RPO Reads 2013,5,18,5,2
4014,Tackling Form 2014,3,12,9,5
4015,Tackling Form 2015,2,8,10,7
4016,Goal Line 2016,4,18,7,4
4017,DB Footwork 2017,4,8,7,7
4018,Goal Line 2018,2,8,4,4
4019,Two-Minute Drill 2019,5,18,1,1
4020,RPO Reads 2020,3,12,1,3
4021,Pass Rush Moves 2021,2,20,8,6
4022,Red Zone Passing 2022,5,20,6,6
4023,OL Zone Steps 2023,2,8,8,4
4024,Run Fits 2024,3,15,5,5
4025,Pass Rush Moves 2025,4,15,7,4
4026,RPO Reads 2026,2,20,3,6
4027,Ball Security 2027,1,8,9,2
4028,Screen Defense 2028,5,15,5,3
4029,Red Zone Passing 2029,2,8,4,1
4030,Blitz Pickup 2030,5,10,10,1
4031,Red Zone Passing 2031,3,12,7,4
4032,Blitz Pickup 2032,3,18,10,1
4033,RPO Reads 2033,3,8,9,7
4034,RPO Reads 2034,5,15,8,7
4035,Coverage Shells 2035,4,10,3,3
4036,Special Teams Lane 2036,3,15,7,6
4037,Red Zone Passing 2037,3,15,1,4
4038,Pass Rush Moves 2038,4,12,10,7
4039,Coverage Shells 2039,2,12,7,3
4040,Pass Rush Moves 2040,4,10,4,5
4041,Special Teams Lane 2041,3,20,2,5
4042,Run Fits 2042,1,12,7,1
4043,Run Fits 2043,2,10,9,3
4044,Ball Security 2044,1,8,7,5
4045,Red Zone Passing 2045,3,8,6,1
4046,RPO Reads 2046,3,12,3,6
4047,DB Footwork 2047,4,18,8,5
4048,Tackling Form 2048,4,15,1,2
4049,Pass Rush Moves 2049,2,10,4,3
4050,Pass Rush Moves 2050,3,12,5,4
4051,Ball Security 2051,2,8,6,6
4052,Goal Line 2052,2,20,3,6
4053,Run Fits 2053,4,12,3,7
4054,Screen Defense 2054,3,10,9,4
4055,Red Zone Passing 2055,3,10,10,7
4056,Coverage Shells 2056,3,20,9,3
4057,Coverage Shells 2057,5,20,3,5
4058,Two-Minute Drill 2058,2,10,3,1
4059,Screen Defense 2059,2,20,10,3
4060,Blitz Pickup 2060,2,10,3,3
4061,Tackling Form 2061,4,15,4,6
4062,Tackling Form 2062,4,20,6,1
4063,Coverage Shells 2063,3,8,6,7
4064,Pass Rush Moves 2064,3,20,9,6
4065,Goal Line 2065,4,12,2,4
4066,RPO Reads 2066,1,15,3,7
4067,Goal Line 2067,4,15,6,3
4068,Special Teams Lane 2068,1,15,6,7
4069,Goal Line 2069,2,12,9,4
4070,Ball Security 2070,4,15,10,6
4071,Tackling Form 2071,1,10,6,3
4072,Goal Line 2072,5,18,5,5
4073,Red Zone Passing 2073,1,10,8,7
4074,Tackling Form 2074,1,20,1,7
4075,Two-Minute Drill 2075,3,18,3,4
4076,Coverage Shells 2076,2,18,7,3
4077,Special Teams Lane 2077,4,12,3,6
4078,Tackling Form 2078,1,8,6,5
4079,Pass Rush Moves 2079,2,8,5,1
4080,Blitz Pickup 2080,5,15,9,1
4081,Goal Line 2081,5,18,8,1
4082,DB Footwork 2082,5,18,9,6
4083,Run Fits 2083,5,15,9,7
4084,Screen Defense 2084,5,10,8,5
4085,Blitz Pickup 2085,2,8,7,1
4086,Screen Defense 2086,5,15,1,7
4087,Pass Rush Moves 2087,4,15,5,6
4088,Blitz Pickup 2088,2,15,8,4
4089,Red Zone Passing 2089,4,15,4,3
4090,Pass Rush Moves 2090,5,8,2,1
4091,Tackling Form 2091,1,10,2,7
4092,Blitz Pickup 2092,4,8,9,1
4093,Goal Line 2093,5,20,10,5
4094,DB Footwork 2094,1,20,9,4
4095,OL Zone Steps 2095,4,18,5,1
4096,Pass Rush Moves 2096,3,10,1,3
4097,Coverage Shells 2097,4,12,2,6
4098,Tackling Form 2098,1,10,6,2
4099,Ball Security 2099,2,18,8,4
4100,Two-Minute Drill 2100,5,18,3,5
4101,Screen Defense 2101,1,18,1,7
4102,Run Fits 2102,5,18,4,4
4103,Blitz Pickup 2103,5,8,4,1
4104,Coverage Shells 2104,5,12,5,2
4105,DB Footwork 2105,3,15,5,7
4106,OL Zone Steps 2106,1,10,6,7
4107,Red Zone Passing 2107,1,18,6,3
4108,DB Footwork 2108,2,8,2,7
4109,Screen Defense 2109,4,12,4,4
4110,Goal Line 2110,1,10,7,7
4111,Blitz Pickup 2111,1,12,10,7
4112,RPO Reads 2112,1,8,9,2
4113,OL Zone Steps 2113,4,20,1,5
4114,Tackling Form 2114,1,18,8,6
4115,Goal Line 2115,3,18,2,3
4116,RPO Reads 2116,5,12,6,4
4117,Two-Minute Drill 2117,4,18,1,2
4118,RPO Reads 2118,1,10,9,1
4119,OL Zone Steps 2119,2,20,7,5
4120,Ball Security 2120,2,12,7,1
4121,OL Zone Steps 2121,5,10,8,1
4122,OL Zone Steps 2122,4,20,2,1
4123,Run Fits 2123,3,8,6,2
4124,Run Fits 2124,2,8,3,7
4125,Coverage Shells 2125,4,18,1,6
4126,RPO Reads 2126,1,15,4,6
4127,Run Fits 2127,4,8,3,6
4128,DB Footwork 2128,2,15,7,4
4129,Blitz Pickup 2129,4,8,5,4
4130,DB Footwork 2130,4,15,1,7
4131,Tackling Form 2131,4,18,1,7
4132,Ball Security 2132,5,8,3,5
4133,Blitz Pickup 2133,3,8,10,5
4134,Screen Defense 2134,5,18,8,7
4135,Special Teams Lane 2135,4,20,4,4
4136,Tackling Form 2136,4,18,8,6
4137,Pass Rush Moves 2137,1,10,1,7
4138,Pass Rush Moves 2138,2,8,1,6
4139,Goal Line 2139,5,20,5,4
4140,OL Zone Steps 2140,3,20,7,7
4141,Screen Defense 2141,5,18,8,3
4142,Red Zone Passing 2142,3,15,7,3
4143,Ball Security 2143,4,12,1,3
4144,Blitz Pickup 2144,3,12,3,6
4145,Blitz Pickup 2145,5,15,6,2
4146,Goal Line 2146,5,18,10,5
4147,Blitz Pickup 2147,5,20,2,1
4148,RPO Reads 2148,5,12,3,2
4149,Two-Minute Drill 2149,3,18,5,5
4150,OL Zone Steps 2150,5,20,8,2
4151,Screen Defense 2151,2,12,1,5
4152,DB Footwork 2152,5,20,1,7
4153,Red Zone Passing 2153,3,10,8,1
4154,Blitz Pickup 2154,4,18,1,6
4155,Special Teams Lane 2155,2,12,10,2
4156,Coverage Shells 2156,4,18,2,4
4157,Special Teams Lane 2157,1,10,8,7
4158,Pass Rush Moves 2158,3,18,1,4
4159,DB Footwork 2159,1,12,4,2
4160,DB Footwork 2160,4,12,9,6
4161,Run Fits 2161,4,15,2,7
4162,Blitz Pickup 2162,1,20,5,2
4163,Pass Rush Moves 2163,5,12,4,6
4164,Ball Security 2164,1,15,5,5
4165,OL Zone Steps 2165,4,8,5,7
4166,Coverage Shells 2166,3,18,5,5
4167,Two-Minute Drill 2167,5,18,1,4
4168,Run Fits 2168,2,18,2,2
4169,OL Zone Steps 2169,4,15,3,3
4170,Ball Security 2170,2,20,8,6
4171,Tackling Form 2171,2,15,4,7
4172,Red Zone Passing 2172,4,12,7,3
4173,RPO Reads 2173,5,12,1,1
4174,Run Fits 2174,3,18,6,2
4175,Special Teams Lane 2175,1,10,6,6
4176,Special Teams Lane 2176,4,10,7,5
4177,Pass Rush Moves 2177,4,15,1,2
4178,Screen Defense 2178,2,12,6,5
4179,Tackling Form 2179,5,8,7,4
4180,Red Zone Passing 2180,5,12,9,4
4181,Ball Security 2181,5,20,10,2
4182,OL Zone Steps 2182,5,20,10,3
4183,DB Footwork 2183,3,8,2,4
4184,DB Footwork 2184,4,18,10,3
4185,Two-Minute Drill 2185,5,12,2,1
4186,Run Fits 2186,2,20,3,1
4187,Screen Defense 2187,1,12,9,1
4188,Screen Defense 2188,4,20,3,7
4189,OL Zone Steps 2189,2,15,1,6
4190,Screen Defense 2190,5,8,8,3
4191,Blitz Pickup 2191,4,8,10,7
4192,OL Zone Steps 2192,2,12,1,3
4193,Pass Rush Moves 2193,2,12,9,6
4194,RPO Reads 2194,4,15,9,7
4195,Pass Rush Moves 2195,1,12,9,2
4196,Coverage Shells 2196,4,8,6,6
4197,Goal Line 2197,4,10,8,5
4198,OL Zone Steps 2198,5,20,8,3
4199,Special Teams Lane 2199,1,18,9,7
4200,DB Footwork 2200,5,12,4,4
4201,Pass Rush Moves 2201,1,8,10,7
4202,Red Zone Passing 2202,1,15,1,2
4203,Pass Rush Moves 2203,2,10,9,3
4204,Special Teams Lane 2204,5,15,1,4
4205,Coverage Shells 2205,2,8,5,3
4206,OL Zone Steps 2206,1,20,7,5
4207,Special Teams Lane 2207,4,10,6,3
4208,RPO Reads 2208,4,8,3,4
4209,Coverage Shells 2209,5,10,9,2
4210,Blitz Pickup 2210,5,20,3,3
4211,Blitz Pickup 2211,3,15,6,2
4212,Red Zone Passing 2212,1,8,3,7
4213,Tackling Form 2213,2,8,10,3
4214,DB Footwork 2214,2,12,8,4
4215,Two-Minute Drill 2215,2,10,8,5
4216,Ball Security 2216,4,18,10,7
4217,Ball Security 2217,4,10,4,7
4218,OL Zone Steps 2218,2,18,4,1
4219,Two-Minute Drill 2219,3,20,10,6
4220,Coverage Shells 2220,1,8,4,3
4221,OL Zone Steps 2221,3,15,6,1
4222,Run Fits 2222,4,18,4,4
4223,Red Zone Passing 2223,5,8,1,1
4224,Blitz Pickup 2224,3,8,9,5
4225,Special Teams Lane 2225,1,15,7,2
4226,Goal Line 2226,5,10,6,6
4227,Goal Line 2227,3,12,9,7
4228,Pass Rush Moves 2228,5,8,7,4
4229,Tackling Form 2229,2,18,2,7
4230,Tackling Form 2230,3,18,1,6
4231,RPO Reads 2231,3,20,5,6
4232,Special Teams Lane 2232,5,12,10,6
4233,Pass Rush Moves 2233,3,12,2,7
4234,Coverage Shells 2234,3,18,10,3
4235,Coverage Shells 2235,3,8,5,4
4236,Ball Security 2236,3,18,4,7
4237,Ball Security 2237,5,10,7,4
4238,Ball Security 2238,2,18,4,4
4239,Blitz Pickup 2239,3,18,6,2
4240,Red Zone Passing 2240,3,15,8,4
4241,Blitz Pickup 2241,5,15,10,4
4242,Run Fits 2242,2,12,10,2
4243,Tackling Form 2243,3,18,3,3
4244,Tackling Form 2244,4,15,6,5
4245,Goal Line 2245,3,10,9,2
4246,Goal Line 2246,4,15,6,3
4247,Blitz Pickup 2247,3,15,6,2
4248,Screen Defense 2248,4,10,4,7
4249,Pass Rush Moves 2249,5,12,8,1
4250,Run Fits 2250,5,20,3,2
4251,Screen Defense 2251,3,20,3,4
4252,Red Zone Passing 2252,2,20,10,1
4253,Blitz Pickup 2253,3,20,10,7
4254,Red Zone Passing 2254,2,12,2,4
4255,Blitz Pickup 2255,1,18,7,1
4256,Coverage Shells 2256,3,8,3,3
4257,Ball Security 2257,2,18,1,3
4258,Ball Security 2258,3,12,2,7
4259,OL Zone Steps 2259,1,8,3,2
4260,Goal Line 2260,2,20,2,7
4261,OL Zone Steps 2261,1,18,3,6
4262,Goal Line 2262,4,10,2,4
4263,Goal Line 2263,2,8,7,3
4264,Red Zone Passing 2264,3,10,1,2
4265,Coverage Shells 2265,2,10,6,3
4266,RPO Reads 2266,4,20,1,3
4267,RPO Reads 2267,5,8,8,2
4268,Run Fits 2268,2,15,6,3
4269,Screen Defense 2269,5,8,6,7
4270,Two-Minute Drill 2270,3,18,5,1
4271,Tackling Form 2271,5,12,7,7
4272,Run Fits 2272,3,8,1,7
4273,RPO Reads 2273,2,20,7,6
4274,Two-Minute Drill 2274,1,8,7,5
4275,Two-Minute Drill 2275,1,18,2,2
4276,Pass Rush Moves 2276,2,15,2,7
4277,Coverage Shells 2277,4,20,10,1
4278,Screen Defense 2278,3,12,6,7
4279,Special Teams Lane 2279,4,18,4,6
4280,Special Teams Lane 2280,3,15,5,5
4281,Blitz Pickup 2281,4,18,2,6
4282,Tackling Form 2282,4,15,6,2
4283,Goal Line 2283,1,15,10,3
4284,OL Zone Steps 2284,5,20,10,1
4285,Screen Defense 2285,1,18,7,1
4286,Goal Line 2286,2,10,7,3
4287,Run Fits 2287,3,18,2,6
4288,Special Teams Lane 2288,5,18,9,2
4289,Coverage Shells 2289,3,18,5,1
4290,Red Zone Passing 2290,4,18,8,5
4291,DB Footwork 2291,1,10,2,3
4292,DB Footwork 2292,2,20,5,5
4293,Special Teams Lane 2293,1,18,7,3
4294,RPO Reads 2294,5,20,6,4
4295,DB Footwork 2295,5,8,10,5
4296,Coverage Shells 2296,2,10,1,6
4297,Coverage Shells 2297,4,8,1,1
4298,Screen Defense 2298,2,12,9,2
4299,Coverage Shells 2299,1,18,6,7
4300,RPO Reads 2300,4,15,7,3
4301,Tackling Form 2301,3,15,4,2
4302,Coverage Shells 2302,4,10,3,7
4303,Red Zone Passing 2303,5,8,3,4
4304,Run Fits 2304,4,10,3,6
4305,Special Teams Lane 2305,2,15,5,3
4306,Screen Defense 2306,2,8,7,6
4307,Red Zone Passing 2307,1,15,6,1
4308,Screen Defense 2308,2,15,9,1
4309,Pass Rush Moves 2309,2,18,3,6
4310,Ball Security 2310,1,15,6,6
4311,Coverage Shells 2311,4,20,7,7
4312,Coverage Shells 2312,2,10,10,5
4313,Blitz Pickup 2313,5,8,6,4
4314,Red Zone Passing 2314,3,15,8,6
4315,Ball Security 2315,2,15,10,1
4316,RPO Reads 2316,4,15,6,5
4317,Goal Line 2317,2,18,10,3
4318,Screen Defense 2318,3,8,9,1
4319,Blitz Pickup 2319,4,12,3,1
4320,Run Fits 2320,4,12,4,4
4321,Screen Defense 2321,2,15,7,1
4322,Run Fits 2322,2,12,10,2
4323,Tackling Form 2323,4,12,2,5
4324,Run Fits 2324,5,20,6,7
4325,RPO Reads 2325,1,10,10,1
4326,Red Zone Passing 2326,2,12,10,6
4327,Pass Rush Moves 2327,2,12,4,6
4328,Tackling Form 2328,2,8,10,4
4329,Blitz Pickup 2329,3,12,10,3
4330,Screen Defense 2330,5,12,1,4
4331,Pass Rush Moves 2331,1,10,5,7
4332,Pass Rush Moves 2332,2,12,8,1
4333,Coverage Shells 2333,1,8,4,4
4334,RPO Reads 2334,5,12,6,1
4335,Special Teams Lane 2335,2,8,1,6
4336,Red Zone Passing 2336,5,8,1,1
4337,DB Footwork 2337,5,20,6,6
4338,Goal Line 2338,4,15,3,4
4339,Tackling Form 2339,5,10,7,2
4340,Goal Line 2340,4,15,1,3
4341,RPO Reads 2341,4,12,1,6
4342,Tackling Form 2342,5,15,2,5
4343,Coverage Shells 2343,3,18,2,7
4344,Special Teams Lane 2344,2,10,4,2
4345,Ball Security 2345,2,12,10,2
4346,Goal Line 2346,3,18,7,5
4347,RPO Reads 2347,3,20,9,7
4348,Coverage Shells 2348,1,15,2,5
4349,Coverage Shells 2349,1,20,4,2
4350,Screen Defense 2350,1,10,3,2
4351,Two-Minute Drill 2351,1,10,10,4
4352,RPO Reads 2352,5,15,3,5
4353,Special Teams Lane 2353,4,8,7,1
4354,Goal Line 2354,5,15,1,1
4355,RPO Reads 2355,3,15,6,3
4356,Special Teams Lane 2356,5,15,1,1
4357,Pass Rush Moves 2357,2,15,10,2
4358,Special Teams Lane 2358,2,10,2,5
4359,Special Teams Lane 2359,2,10,3,1
4360,Red Zone Passing 2360,4,20,8,2
4361,Pass Rush Moves 2361,5,12,8,3
4362,Run Fits 2362,3,18,3,1
4363,Red Zone Passing 2363,4,18,3,1
4364,Goal Line 2364,3,20,4,3
4365,Screen Defense 2365,1,8,9,7
4366,Coverage Shells 2366,5,10,4,6
4367,Red Zone Passing 2367,1,15,10,4
4368,DB Footwork 2368,1,15,8,1
4369,Special Teams Lane 2369,5,20,4,4
4370,Tackling Form 2370,2,15,4,1
4371,Tackling Form 2371,3,12,2,5
4372,RPO Reads 2372,5,20,2,7
4373,Two-Minute Drill 2373,3,10,7,1
4374,DB Footwork 2374,3,20,7,6
4375,Blitz Pickup 2375,3,20,10,4
4376,Coverage Shells 2376,4,20,2,2
4377,Two-Minute Drill 2377,3,18,7,4
4378,Run Fits 2378,5,18,2,1
4379,Special Teams Lane 2379,4,18,10,6
4380,Blitz Pickup 2380,4,18,8,3
4381,DB Footwork 2381,4,20,3,7
4382,Two-Minute Drill 2382,5,18,9,3
4383,Two-Minute Drill 2383,4,8,1,4
4384,Red Zone Passing 2384,3,18,8,1
4385,RPO Reads 2385,3,12,1,4
4386,Tackling Form 2386,4,12,2,7
4387,Screen Defense 2387,4,18,3,3
4388,Blitz Pickup 2388,1,20,2,1
4389,Goal Line 2389,4,15,8,6
4390,Goal Line 2390,2,12,8,4
4391,RPO Reads 2391,4,10,5,7
4392,Coverage Shells 2392,4,18,8,3
4393,OL Zone Steps 2393,1,20,9,2
4394,Ball Security 2394,3,8,1,4
4395,Special Teams Lane 2395,3,20,2,6
4396,Two-Minute Drill 2396,4,10,4,6
4397,Screen Defense 2397,2,18,7,7
4398,Goal Line 2398,3,12,7,2
4399,Red Zone Passing 2399,4,8,4,7
4400,Two-Minute Drill 2400,3,18,10,4
4401,RPO Reads 2401,2,18,4,7
4402,Tackling Form 2402,5,8,3,7
4403,OL Zone Steps 2403,2,18,2,5
4404,Two-Minute Drill 2404,4,18,2,2
4405,Ball Security 2405,5,18,8,5
4406,RPO Reads 2406,4,12,8,3
4407,Screen Defense 2407,2,15,5,6
4408,OL Zone Steps 2408,4,12,4,6
4409,Goal Line 2409,1,8,10,3
4410,DB Footwork 2410,1,15,4,3
4411,OL Zone Steps 2411,3,12,6,4
4412,Coverage Shells 2412,1,18,5,5
4413,Coverage Shells 2413,5,20,5,7
4414,Blitz Pickup 2414,1,15,7,4
4415,Red Zone Passing 2415,5,10,6,4
4416,Screen Defense 2416,4,18,3,7
4417,Coverage Shells 2417,1,20,2,5
4418,Pass Rush Moves 2418,3,20,6,4
4419,Screen Defense 2419,3,15,6,2
4420,Ball Security 2420,2,20,2,3
4421,Coverage Shells 2421,4,20,2,1
4422,Goal Line 2422,5,8,5,1
4423,Pass Rush Moves 2423,2,8,6,1
4424,Ball Security 2424,5,10,10,7
4425,Blitz Pickup 2425,3,20,6,7
4426,Pass Rush Moves 2426,2,12,1,4
4427,OL Zone Steps 2427,1,15,8,1
4428,Coverage Shells 2428,5,12,10,3
4429,Blitz Pickup 2429,1,18,9,2
4430,Screen Defense 2430,3,12,7,2
4431,Special Teams Lane 2431,2,10,10,6
4432,OL Zone Steps 2432,1,12,1,3
4433,DB Footwork 2433,3,10,8,7
4434,Special Teams Lane 2434,5,8,9,1
4435,Coverage Shells 2435,5,15,4,7
4436,DB Footwork 2436,5,15,10,1
4437,OL Zone Steps 2437,4,15,3,2
4438,Red Zone Passing 2438,1,10,7,4
4439,Run Fits 2439,2,18,5,4
4440,Red Zone Passing 2440,1,10,6,3
4441,Goal Line 2441,1,12,4,6
4442,Red Zone Passing 2442,3,15,8,5
4443,Run Fits 2443,2,10,1,4
4444,Blitz Pickup 2444,3,20,1,4
4445,Blitz Pickup 2445,4,8,7,1
4446,Two-Minute Drill 2446,4,15,7,3
4447,Goal Line 2447,5,15,6,1
4448,Pass Rush Moves 2448,3,8,4,3
4449,RPO Reads 2449,2,20,2,6
4450,Coverage Shells 2450,5,8,6,1
4451,Goal Line 2451,2,20,3,4
4452,Goal Line 2452,5,8,10,1
4453,RPO Reads 2453,3,20,8,3
4454,Run Fits 2454,4,15,8,5
4455,Ball Security 2455,1,20,3,4
4456,Screen Defense 2456,3,18,10,3
4457,DB Footwork 2457,5,18,6,3
4458,Pass Rush Moves 2458,2,18,9,4
4459,Goal Line 2459,4,20,7,7
4460,Red Zone Passing 2460,1,18,5,6
4461,Goal Line 2461,2,20,3,7
4462,RPO Reads 2462,5,20,1,7
4463,OL Zone Steps 2463,3,12,1,1
4464,Two-Minute Drill 2464,3,12,7,1
4465,DB Footwork 2465,4,18,6,7
4466,Pass Rush Moves 2466,1,12,3,1
4467,DB Footwork 2467,1,10,9,1
4468,OL Zone Steps 2468,4,18,9,5
4469,Blitz Pickup 2469,5,20,9,1
4470,Screen Defense 2470,4,12,7,5
4471,OL Zone Steps 2471,4,15,2,6
4472,Two-Minute Drill 2472,4,10,4,7
4473,Coverage Shells 2473,5,18,1,2
4474,Two-Minute Drill 2474,5,8,6,1
4475,Coverage Shells 2475,4,20,3,5
4476,Ball Security 2476,4,8,5,6
4477,RPO Reads 2477,5,10,4,1
4478,Special Teams Lane 2478,3,15,2,6
4479,Blitz Pickup 2479,2,20,3,5
4480,Tackling Form 2480,5,10,4,3
4481,Ball Security 2481,2,20,2,3
4482,DB Footwork 2482,2,10,3,4
4483,Coverage Shells 2483,2,18,3,2
4484,Blitz Pickup 2484,1,15,6,5
4485,RPO Reads 2485,4,15,1,3
4486,Tackling Form 2486,1,10,10,1
4487,Pass Rush Moves 2487,3,12,6,2
4488,OL Zone Steps 2488,3,18,3,5
4489,DB Footwork 2489,1,18,7,4
4490,Ball Security 2490,2,8,10,2
4491,OL Zone Steps 2491,4,12,3,6
4492,Red Zone Passing 2492,1,20,2,4
4493,OL Zone Steps 2493,5,20,4,7
4494,Coverage Shells 2494,2,12,7,3
4495,Ball Security 2495,3,18,7,4
4496,DB Footwork 2496,5,10,9,2
4497,OL Zone Steps 2497,5,10,8,1
4498,Blitz Pickup 2498,5,20,9,6
4499,OL Zone Steps 2499,3,10,3,4
4500,Coverage Shells 2500,4,12,6,4
4501,Blitz Pickup 2501,3,12,7,2
4502,Two-Minute Drill 2502,1,18,6,4
4503,Run Fits 2503,2,20,7,1
4504,Special Teams Lane 2504,2,18,1,5
4505,Screen Defense 2505,3,12,9,3
4506,Blitz Pickup 2506,3,8,3,5
4507,Red Zone Passing 2507,2,10,4,2
4508,Screen Defense 2508,2,20,7,2
4509,Red Zone Passing 2509,4,10,6,4
4510,Blitz Pickup 2510,1,20,7,1
4511,Two-Minute Drill 2511,4,10,4,4
4512,Coverage Shells 2512,1,12,7,6
4513,Ball Security 2513,5,15,2,7
4514,Red Zone Passing 2514,4,15,1,3
4515,Screen Defense 2515,4,15,5,7
4516,RPO Reads 2516,3,10,2,5
4517,Special Teams Lane 2517,5,12,10,5
4518,Coverage Shells 2518,3,8,2,4
4519,RPO Reads 2519,2,18,10,3
4520,Tackling Form 2520,3,8,10,1
4521,DB Footwork 2521,1,18,3,3
4522,Blitz Pickup 2522,4,18,9,5
4523,Coverage Shells 2523,4,18,8,3
4524,Run Fits 2524,2,15,8,1
4525,Tackling Form 2525,4,12,9,4
4526,Blitz Pickup 2526,3,20,7,7
4527,Two-Minute Drill 2527,4,10,8,4
4528,Two-Minute Drill 2528,5,12,5,5
4529,OL Zone Steps 2529,1,10,3,3
4530,OL Zone Steps 2530,4,10,8,4
4531,DB Footwork 2531,5,8,10,6
4532,Two-Minute Drill 2532,4,20,1,5
4533,Special Teams Lane 2533,2,20,6,3
4534,Ball Security 2534,4,10,6,1
4535,Ball Security 2535,1,15,9,6
4536,Screen Defense 2536,4,20,9,6
4537,Goal Line 2537,4,20,4,4
4538,Pass Rush Moves 2538,4,8,1,5
4539,Tackling Form 2539,4,20,8,3
4540,RPO Reads 2540,4,18,4,4
4541,Red Zone Passing 2541,4,18,10,4
4542,OL Zone Steps 2542,5,15,3,7
4543,Ball Security 2543,3,18,7,2
4544,Coverage Shells 2544,1,20,4,4
4545,Tackling Form 2545,1,18,5,6
4546,Two-Minute Drill 2546,4,15,6,5
4547,Special Teams Lane 2547,3,12,4,5
4548,Red Zone Passing 2548,4,15,3,6
4549,RPO Reads 2549,2,10,9,2
4550,OL Zone Steps 2550,4,12,2,2
4551,Special Teams Lane 2551,3,20,9,5
4552,Special Teams Lane 2552,5,18,1,2
4553,RPO Reads 2553,3,10,5,7
4554,Two-Minute Drill 2554,5,15,9,5
4555,RPO Reads 2555,3,8,8,1
4556,Blitz Pickup 2556,4,10,9,4
4557,DB Footwork 2557,2,18,3,1
4558,OL Zone Steps 2558,2,10,7,6
4559,Red Zone Passing 2559,3,15,3,3
4560,Coverage Shells 2560,3,15,7,1
4561,Tackling Form 2561,2,15,6,4
4562,Screen Defense 2562,4,12,6,3
4563,Special Teams Lane 2563,2,20,10,6
4564,RPO Reads 2564,1,12,4,3
4565,Run Fits 2565,4,12,10,6
4566,Tackling Form 2566,5,10,3,7
4567,Red Zone Passing 2567,5,15,5,3
4568,Two-Minute Drill 2568,5,8,4,4
4569,Pass Rush Moves 2569,5,12,2,3
4570,DB Footwork 2570,5,12,3,2
4571,Pass Rush Moves 2571,2,8,6,3
4572,RPO Reads 2572,2,12,1,7
4573,Screen Defense 2573,2,20,4,5
4574,Goal Line 2574,1,10,10,3
4575,Special Teams Lane 2575,3,12,4,1
4576,Blitz Pickup 2576,2,20,2,7
4577,Two-Minute Drill 2577,2,8,8,5
4578,RPO Reads 2578,5,8,7,7
4579,RPO Reads 2579,5,15,10,2
4580,RPO Reads 2580,3,15,1,2
4581,OL Zone Steps 2581,3,8,9,2
4582,Tackling Form 2582,4,8,2,6
4583,OL Zone Steps 2583,1,12,7,5
4584,Goal Line 2584,2,8,9,3
4585,OL Zone Steps 2585,5,10,7,1
4586,Coverage Shells 2586,3,12,3,3
4587,Tackling Form 2587,4,18,9,3
4588,Red Zone Passing 2588,2,15,8,5
4589,RPO Reads 2589,4,10,2,4
4590,Red Zone Passing 2590,5,18,3,7
4591,Coverage Shells 2591,5,18,4,1
4592,Two-Minute Drill 2592,3,18,2,3
4593,Two-Minute Drill 2593,4,18,7,5
4594,RPO Reads 2594,2,15,4,3
4595,Goal Line 2595,5,8,3,1
4596,Pass Rush Moves 2596,4,8,7,3
